model,n,p,seed,nr_cliques,max_clique,time_cliques
superdense_gnp,50,0.96,93728,15932,32,14.313273
superdense_gnp,50,0.96,94029,11300,32,7.971335
superdense_gnp,50,0.96,9482,97064,29,61.933156
superdense_gnp,50,0.96,956,16224,32,28.372324
superdense_gnp,50,0.96,97821,52160,31,33.035696
superdense_gnp,50,0.98,17,6144,37,8.461900
superdense_gnp,50,0.98,1928,1256,37,5.892230
superdense_gnp,50,0.98,2839,960,39,1.873004
superdense_gnp,50,0.98,291,1920,38,2.433968
superdense_gnp,50,0.98,34,4800,36,8.452331
superdense_gnp,50,0.98,3728,4608,37,3.126376
superdense_gnp,50,0.98,4029,14688,34,20.095014
superdense_gnp,50,0.98,482,1296,38,5.852979
superdense_gnp,50,0.98,56,2048,39,5.519557
superdense_gnp,50,0.98,7821,2560,38,6.973792
superdense_gnp,50,0.98,917,2432,37,9.252364
superdense_gnp,50,0.98,91928,4096,38,6.818395
superdense_gnp,50,0.98,92839,24576,34,31.822972
superdense_gnp,50,0.98,9291,4096,37,10.250396
superdense_gnp,50,0.98,934,512,41,4.370109
superdense_gnp,50,0.98,93728,3200,37,5.726147
superdense_gnp,50,0.98,94029,1920,38,7.137012
superdense_gnp,50,0.98,9482,3968,36,10.055538
superdense_gnp,50,0.98,956,288,41,4.196693
superdense_gnp,50,0.98,97821,1232,38,6.086878
dense_gnp,50,0.9,17,45195,21,57.315738
dense_gnp,50,0.9,1928,53373,20,39.842776
dense_gnp,50,0.9,2839,44934,22,34.720965
dense_gnp,50,0.9,291,92161,22,90.991109
dense_gnp,50,0.9,34,48283,21,53.191331
dense_gnp,50,0.9,3728,63400,19,60.279523
dense_gnp,50,0.9,4029,74223,22,46.721584
dense_gnp,50,0.9,482,90132,22,81.752923
dense_gnp,50,0.9,56,113490,23,70.496814
dense_gnp,50,0.9,7821,56140,23,61.754571
dense_gnp,50,0.9,917,80321,23,67.894179
dense_gnp,50,0.9,91928,76893,22,50.436233
dense_gnp,50,0.9,92839,50652,22,33.509709
dense_gnp,50,0.9,9291,76604,21,57.522539
dense_gnp,50,0.9,934,79427,22,54.523624
dense_gnp,50,0.9,93728,58332,22,38.568593
dense_gnp,50,0.9,94029,31683,24,24.519599
dense_gnp,50,0.9,9482,47216,23,57.221104
dense_gnp,50,0.9,956,144984,23,110.551840
dense_gnp,50,0.9,97821,111298,22,63.118293
dense_gnp,55,0.6,17,2803,10,6.852198
dense_gnp,55,0.6,1928,3235,9,2.797772
dense_gnp,55,0.6,2839,3334,9,3.027759
dense_gnp,55,0.6,291,3363,9,2.853715
dense_gnp,55,0.6,34,3445,9,2.875505
dense_gnp,55,0.6,3728,3004,9,6.103989
dense_gnp,55,0.6,4029,2994,9,6.208052
dense_gnp,55,0.6,482,3148,10,2.946184
dense_gnp,55,0.6,56,3018,11,8.014496
dense_gnp,55,0.6,7821,3196,10,2.865030
dense_gnp,55,0.6,917,2838,9,2.505835
dense_gnp,55,0.6,91928,3402,9,2.793791
dense_gnp,55,0.6,92839,3340,10,2.679601
dense_gnp,55,0.6,9291,3220,10,7.171164
dense_gnp,55,0.6,934,3227,9,6.741709
dense_gnp,55,0.6,93728,3453,10,7.036230
dense_gnp,55,0.6,94029,3313,10,2.816420
dense_gnp,55,0.6,9482,2874,9,6.910865
dense_gnp,55,0.6,956,4032,9,8.839742
dense_gnp,55,0.6,97821,3580,10,3.014979
dense_gnp,55,0.7,17,8128,12,17.723692
dense_gnp,55,0.7,1928,9048,11,7.332986
dense_gnp,55,0.7,2839,8844,12,7.030713
dense_gnp,55,0.7,291,11910,12,10.310529
dense_gnp,55,0.7,34,11114,13,26.205636
dense_gnp,55,0.7,3728,8453,13,19.149921
dense_gnp,55,0.7,4029,9361,11,20.437445
dense_gnp,55,0.7,482,11588,12,9.264377
dense_gnp,55,0.7,56,10082,13,10.262269
dense_gnp,55,0.7,7821,8871,12,7.161944
dense_gnp,55,0.7,917,8857,11,18.398569
dense_gnp,55,0.7,91928,11011,11,8.502408
dense_gnp,55,0.7,92839,8509,12,18.165509
dense_gnp,55,0.7,9291,8763,11,16.850886
dense_gnp,55,0.7,934,9156,13,17.480365
dense_gnp,55,0.7,93728,8962,13,19.369852
dense_gnp,55,0.7,94029,9065,12,19.536632
dense_gnp,55,0.7,9482,7724,12,10.231260
dense_gnp,55,0.7,956,11844,12,25.131688
dense_gnp,55,0.7,97821,9591,12,7.872020
superdense_gnp,55,0.854545,17,74424,18,82.994143
superdense_gnp,55,0.854545,1928,73531,18,53.220734
superdense_gnp,55,0.854545,2839,61046,19,44.017399
superdense_gnp,55,0.854545,291,100439,19,77.602955
superdense_gnp,55,0.854545,34,101058,20,101.383143
superdense_gnp,55,0.854545,3728,60458,17,46.589444
superdense_gnp,55,0.854545,4029,53808,20,66.206185
superdense_gnp,55,0.854545,482,74889,19,55.001198
superdense_gnp,55,0.854545,56,94229,20,73.822306
superdense_gnp,55,0.854545,7821,83136,20,77.208212
superdense_gnp,55,0.854545,917,82188,19,90.780331
superdense_gnp,55,0.854545,91928,129278,20,91.271664
superdense_gnp,55,0.854545,92839,55459,21,46.304423
superdense_gnp,55,0.854545,9291,71025,19,54.545205
superdense_gnp,55,0.854545,934,70036,20,76.762975
superdense_gnp,55,0.854545,93728,55774,19,45.793394
superdense_gnp,55,0.854545,94029,93091,19,95.283697
superdense_gnp,55,0.854545,9482,80968,19,89.911435
superdense_gnp,55,0.854545,956,103106,22,81.335554
superdense_gnp,55,0.854545,97821,125087,20,89.179638
dense_gnp,55,0.8,17,36288,16,44.786910
dense_gnp,55,0.8,1928,35537,16,50.190810
dense_gnp,55,0.8,2839,37316,15,51.773134
dense_gnp,55,0.8,291,47286,16,62.635339
dense_gnp,55,0.8,34,46415,16,36.012261
dense_gnp,55,0.8,3728,25450,14,21.260385
dense_gnp,55,0.8,4029,29689,16,21.681109
dense_gnp,55,0.8,482,47790,15,57.866227
dense_gnp,55,0.8,56,36646,16,29.238844
dense_gnp,55,0.8,7821,42308,16,31.061841
dense_gnp,55,0.8,917,33422,15,31.778273
dense_gnp,55,0.8,91928,59245,17,67.139195
dense_gnp,55,0.8,92839,25470,17,45.604963
dense_gnp,55,0.8,9291,33351,16,25.112551
dense_gnp,55,0.8,934,38534,16,32.685512
dense_gnp,55,0.8,93728,32169,16,24.425243
dense_gnp,55,0.8,94029,35780,15,26.422285
dense_gnp,55,0.8,9482,35311,16,51.425954
dense_gnp,55,0.8,956,27327,17,19.957706
dense_gnp,55,0.8,97821,39599,16,54.832672
superdense_gnp,55,0.927273,17,225158,26,162.349625
superdense_gnp,55,0.927273,1928,254271,26,187.017985
superdense_gnp,55,0.927273,2839,377886,26,318.503280
superdense_gnp,55,0.927273,291,232333,27,193.187974
superdense_gnp,55,0.927273,34,210520,27,144.802771
superdense_gnp,55,0.927273,3728,124769,28,126.047103
superdense_gnp,55,0.927273,4029,338129,25,248.838277
superdense_gnp,55,0.927273,482,216848,28,193.290920
superdense_gnp,55,0.927273,56,104305,28,102.916858
superdense_gnp,55,0.927273,7821,204181,28,178.511317
superdense_gnp,55,0.927273,917,341254,25,304.079806
superdense_gnp,55,0.927273,91928,231523,29,143.462031
superdense_gnp,55,0.927273,92839,228989,26,169.224246
superdense_gnp,55,0.927273,9291,203080,26,187.017502
superdense_gnp,55,0.927273,934,318163,25,164.719833
superdense_gnp,55,0.927273,93728,131806,27,120.622115
superdense_gnp,55,0.927273,94029,346252,25,230.588685
superdense_gnp,55,0.927273,9482,127474,27,115.886107
superdense_gnp,55,0.927273,956,220152,27,175.249873
superdense_gnp,55,0.927273,97821,310559,27,199.774291
superdense_gnp,55,0.963636,17,167948,33,97.857626
superdense_gnp,55,0.963636,1928,143824,34,93.260183
superdense_gnp,55,0.963636,2839,44928,36,29.677936
superdense_gnp,55,0.963636,291,79552,34,42.064497
superdense_gnp,55,0.963636,34,43368,33,53.956582
superdense_gnp,55,0.963636,3728,80208,35,59.934856
superdense_gnp,55,0.963636,4029,185832,32,133.048762
superdense_gnp,55,0.963636,482,129120,33,97.324387
superdense_gnp,55,0.963636,56,16640,38,12.867837
superdense_gnp,55,0.963636,7821,49200,36,55.020893
superdense_gnp,55,0.963636,917,149568,33,101.721877
superdense_gnp,55,0.963636,91928,156672,36,108.636373
superdense_gnp,55,0.963636,92839,125480,33,109.277516
superdense_gnp,55,0.963636,9291,132888,34,98.042776
superdense_gnp,55,0.963636,934,165760,32,112.026190
superdense_gnp,55,0.963636,93728,103065,32,89.808141
superdense_gnp,55,0.963636,94029,86498,33,61.683962
superdense_gnp,55,0.963636,9482,61240,33,69.067793
superdense_gnp,55,0.963636,956,61056,34,71.275406
superdense_gnp,55,0.963636,97821,59712,35,64.651310
superdense_gnp,55,0.981818,17,17280,39,17.619419
superdense_gnp,55,0.981818,1928,9344,40,18.291013
superdense_gnp,55,0.981818,2839,432,45,2.149225
superdense_gnp,55,0.981818,291,1536,44,6.341658
superdense_gnp,55,0.981818,34,5040,41,3.742375
superdense_gnp,55,0.981818,3728,12288,40,23.799255
superdense_gnp,55,0.981818,4029,165888,36,106.840052
superdense_gnp,55,0.981818,482,13824,40,17.410524
superdense_gnp,55,0.981818,56,2048,44,2.887169
superdense_gnp,55,0.981818,7821,3072,43,8.561075
superdense_gnp,55,0.981818,917,32256,38,22.029827
superdense_gnp,55,0.981818,91928,1280,44,6.214129
superdense_gnp,55,0.981818,92839,27648,38,44.982467
superdense_gnp,55,0.981818,9291,4672,41,10.941615
superdense_gnp,55,0.981818,934,768,45,2.107740
superdense_gnp,55,0.981818,93728,5376,41,12.583793
superdense_gnp,55,0.981818,94029,6144,41,4.227772
superdense_gnp,55,0.981818,9482,11200,39,22.791866
superdense_gnp,55,0.981818,956,320,46,1.949759
superdense_gnp,55,0.981818,97821,12096,40,6.898922
dense_gnp,55,0.9,17,115968,23,138.269328
dense_gnp,55,0.9,1928,168176,23,116.515724
dense_gnp,55,0.9,2839,189026,23,141.696301
dense_gnp,55,0.9,291,226678,23,156.539738
dense_gnp,55,0.9,34,161701,23,145.217279
dense_gnp,55,0.9,3728,96646,23,73.616135
dense_gnp,55,0.9,4029,151314,23,103.242528
dense_gnp,55,0.9,482,156959,24,110.931285
dense_gnp,55,0.9,56,179662,24,143.190066
dense_gnp,55,0.9,7821,128450,24,114.480339
dense_gnp,55,0.9,917,203816,22,183.254592
dense_gnp,55,0.9,91928,257123,25,170.561358
dense_gnp,55,0.9,92839,99205,24,81.852101
dense_gnp,55,0.9,9291,150579,22,137.844278
dense_gnp,55,0.9,934,203145,23,174.092184
dense_gnp,55,0.9,93728,96873,23,92.850217
dense_gnp,55,0.9,94029,226999,23,161.836365
dense_gnp,55,0.9,9482,139012,22,119.007175
dense_gnp,55,0.9,956,204438,24,191.537210
dense_gnp,55,0.9,97821,283442,23,190.038207
dense_gnp,60,0.6,17,4132,10,3.843715
dense_gnp,60,0.6,1928,4398,9,3.819550
dense_gnp,60,0.6,2839,4705,10,4.137537
dense_gnp,60,0.6,291,5231,11,12.124726
dense_gnp,60,0.6,34,5410,10,12.201203
dense_gnp,60,0.6,3728,4374,9,10.371011
dense_gnp,60,0.6,4029,4638,10,11.218047
dense_gnp,60,0.6,482,4717,10,4.242439
dense_gnp,60,0.6,56,5522,10,13.154675
dense_gnp,60,0.6,7821,5514,9,12.938307
dense_gnp,60,0.6,917,4397,10,4.158141
dense_gnp,60,0.6,91928,4821,9,9.191322
dense_gnp,60,0.6,92839,5304,10,4.475848
dense_gnp,60,0.6,9291,4737,10,3.878147
dense_gnp,60,0.6,934,4730,10,11.452085
dense_gnp,60,0.6,93728,4749,10,3.922217
dense_gnp,60,0.6,94029,5153,9,4.270794
dense_gnp,60,0.6,9482,4226,9,3.731271
dense_gnp,60,0.6,956,5582,10,12.224250
dense_gnp,60,0.6,97821,5750,10,17.288442
dense_gnp,60,0.7,17,14502,11,29.744843
dense_gnp,60,0.7,1928,14585,12,20.936391
dense_gnp,60,0.7,2839,14289,13,28.932031
dense_gnp,60,0.7,291,19907,12,18.797432
dense_gnp,60,0.7,34,20114,12,39.063975
dense_gnp,60,0.7,3728,13181,12,28.572278
dense_gnp,60,0.7,4029,14616,12,33.704007
dense_gnp,60,0.7,482,17997,12,15.476339
dense_gnp,60,0.7,56,19794,13,40.495023
dense_gnp,60,0.7,7821,17848,12,40.049436
dense_gnp,60,0.7,917,14913,12,30.574979
dense_gnp,60,0.7,91928,16159,12,36.622884
dense_gnp,60,0.7,92839,15730,12,35.803436
dense_gnp,60,0.7,9291,12379,12,27.621879
dense_gnp,60,0.7,934,15512,13,12.959399
dense_gnp,60,0.7,93728,14447,13,33.480026
dense_gnp,60,0.7,94029,15188,12,12.981679
dense_gnp,60,0.7,9482,13700,12,30.776330
dense_gnp,60,0.7,956,18658,12,39.161894
dense_gnp,60,0.7,97821,18265,12,38.416967
superdense_gnp,60,0.866667,17,292534,21,259.404774
superdense_gnp,60,0.866667,1928,205821,21,209.577280
superdense_gnp,60,0.866667,2839,205575,21,191.296743
superdense_gnp,60,0.866667,291,315860,22,332.660599
superdense_gnp,60,0.866667,34,377646,21,324.026191
superdense_gnp,60,0.866667,3728,258002,20,218.293401
superdense_gnp,60,0.866667,4029,260830,20,212.495527
superdense_gnp,60,0.866667,482,241695,21,220.143637
superdense_gnp,60,0.866667,56,352243,22,318.215675
superdense_gnp,60,0.866667,7821,239223,21,189.454818
superdense_gnp,60,0.866667,917,244317,21,241.992091
superdense_gnp,60,0.866667,91928,242875,21,202.628844
superdense_gnp,60,0.866667,92839,325880,19,236.197709
superdense_gnp,60,0.866667,9291,234648,20,215.439622
superdense_gnp,60,0.866667,934,205844,22,201.564114
superdense_gnp,60,0.866667,93728,238384,21,214.025545
superdense_gnp,60,0.866667,94029,304879,21,262.584515
superdense_gnp,60,0.866667,9482,181197,20,155.873457
superdense_gnp,60,0.866667,956,236956,21,218.154702
superdense_gnp,60,0.866667,97821,263015,21,214.924473
dense_gnp,60,0.8,17,75146,15,98.600737
dense_gnp,60,0.8,1928,61982,17,66.083054
dense_gnp,60,0.8,2839,55698,16,86.492773
dense_gnp,60,0.8,291,87496,17,83.484429
dense_gnp,60,0.8,34,85439,16,77.110504
dense_gnp,60,0.8,3728,52065,16,50.995242
dense_gnp,60,0.8,4029,65683,16,63.728914
dense_gnp,60,0.8,482,75237,16,96.700006
dense_gnp,60,0.8,56,118501,16,130.595099
dense_gnp,60,0.8,7821,86667,17,75.238827
dense_gnp,60,0.8,917,56852,16,55.992386
dense_gnp,60,0.8,91928,74620,17,83.397269
dense_gnp,60,0.8,92839,79234,15,57.671371
dense_gnp,60,0.8,9291,62643,16,54.523764
dense_gnp,60,0.8,934,78183,16,68.774390
dense_gnp,60,0.8,93728,79289,16,84.250031
dense_gnp,60,0.8,94029,75741,17,83.657428
dense_gnp,60,0.8,9482,55565,16,58.298476
dense_gnp,60,0.8,956,64612,16,55.178597
dense_gnp,60,0.8,97821,61918,18,53.929485
superdense_gnp,60,0.933333,17,785978,28,630.438828
superdense_gnp,60,0.933333,1928,678118,29,793.022072
superdense_gnp,60,0.933333,2839,651888,30,669.408727
superdense_gnp,60,0.933333,291,1128510,27,856.507869
superdense_gnp,60,0.933333,34,554483,28,418.983168
superdense_gnp,60,0.933333,3728,1525588,27,1417.683560
superdense_gnp,60,0.933333,4029,869481,27,716.854496
superdense_gnp,60,0.933333,482,473520,29,478.751941
superdense_gnp,60,0.933333,56,1123490,28,1187.703128
superdense_gnp,60,0.933333,7821,611623,28,650.771791
superdense_gnp,60,0.933333,917,822878,27,641.121278
superdense_gnp,60,0.933333,91928,573734,30,636.369416
superdense_gnp,60,0.933333,92839,972250,27,812.452776
superdense_gnp,60,0.933333,9291,1013462,28,975.783186
superdense_gnp,60,0.933333,934,444142,30,349.002420
superdense_gnp,60,0.933333,93728,401869,30,406.497582
superdense_gnp,60,0.933333,94029,365266,29,478.444442
superdense_gnp,60,0.933333,9482,478809,28,453.570538
superdense_gnp,60,0.933333,956,614136,31,596.143560
superdense_gnp,60,0.933333,97821,689009,29,706.864696
superdense_gnp,60,0.966667,17,26024,40,48.740625
superdense_gnp,60,0.966667,1928,485568,36,437.997177
superdense_gnp,60,0.966667,2839,150336,39,163.242197
superdense_gnp,60,0.966667,291,417360,37,318.579199
superdense_gnp,60,0.966667,34,125800,40,119.050753
superdense_gnp,60,0.966667,3728,1154560,35,788.046788
superdense_gnp,60,0.966667,4029,2068336,34,1642.751706
superdense_gnp,60,0.966667,482,301888,37,225.597053
superdense_gnp,60,0.966667,56,268800,39,176.635450
superdense_gnp,60,0.966667,7821,86400,41,99.580680
superdense_gnp,60,0.966667,917,420864,37,345.139708
superdense_gnp,60,0.966667,91928,385536,37,313.170907
superdense_gnp,60,0.966667,92839,384720,35,333.694677
superdense_gnp,60,0.966667,9291,854592,35,771.121541
superdense_gnp,60,0.966667,934,490176,36,414.882656
superdense_gnp,60,0.966667,93728,161788,38,153.359519
superdense_gnp,60,0.966667,94029,117388,37,143.771568
superdense_gnp,60,0.966667,9482,314452,35,213.952282
superdense_gnp,60,0.966667,956,91584,39,111.272323
superdense_gnp,60,0.966667,97821,158976,38,155.320244
superdense_gnp,60,0.983333,17,4032,47,11.951520
superdense_gnp,60,0.983333,1928,138240,41,110.516428
superdense_gnp,60,0.983333,2839,2880,47,5.252414
superdense_gnp,60,0.983333,291,6912,46,17.808130
superdense_gnp,60,0.983333,34,24576,44,42.570637
superdense_gnp,60,0.983333,3728,4096,48,4.916477
superdense_gnp,60,0.983333,4029,967680,38,546.730208
superdense_gnp,60,0.983333,482,141312,41,76.298249
superdense_gnp,60,0.983333,56,6144,46,5.191303
superdense_gnp,60,0.983333,7821,26880,44,14.522657
superdense_gnp,60,0.983333,917,71680,43,54.877720
superdense_gnp,60,0.983333,91928,24576,45,9.863336
superdense_gnp,60,0.983333,92839,176640,41,71.066581
superdense_gnp,60,0.983333,9291,16384,45,11.259043
superdense_gnp,60,0.983333,934,2048,48,7.810001
superdense_gnp,60,0.983333,93728,9664,45,8.073233
superdense_gnp,60,0.983333,94029,5120,46,5.219449
superdense_gnp,60,0.983333,9482,47040,42,32.202838
superdense_gnp,60,0.983333,956,2160,47,4.755633
superdense_gnp,60,0.983333,97821,2304,48,3.994502
dense_gnp,60,0.9,17,448913,23,414.949904
dense_gnp,60,0.9,1928,350386,24,417.498552
dense_gnp,60,0.9,2839,404591,24,419.470940
dense_gnp,60,0.9,291,485011,24,501.061761
dense_gnp,60,0.9,34,668946,24,628.030561
dense_gnp,60,0.9,3728,397881,22,380.208544
dense_gnp,60,0.9,4029,714232,24,580.419409
dense_gnp,60,0.9,482,509446,23,482.148812
dense_gnp,60,0.9,56,656696,23,738.958145
dense_gnp,60,0.9,7821,364968,25,337.517012
dense_gnp,60,0.9,917,402319,24,478.838207
dense_gnp,60,0.9,91928,509415,25,479.515179
dense_gnp,60,0.9,92839,621544,24,496.607087
dense_gnp,60,0.9,9291,487584,25,481.181172
dense_gnp,60,0.9,934,453328,24,533.404225
dense_gnp,60,0.9,93728,485195,24,407.281131
dense_gnp,60,0.9,94029,607073,24,529.639012
dense_gnp,60,0.9,9482,392608,22,377.554096
dense_gnp,60,0.9,956,467700,26,529.120999
dense_gnp,60,0.9,97821,342964,25,348.109080
dense_gnp,65,0.6,17,6438,9,6.333137
dense_gnp,65,0.6,1928,7183,10,6.132065
dense_gnp,65,0.6,2839,6794,11,16.122092
dense_gnp,65,0.6,291,7535,10,6.500129
dense_gnp,65,0.6,34,6940,10,7.310077
dense_gnp,65,0.6,3728,6479,10,16.127191
dense_gnp,65,0.6,4029,6744,10,16.343139
dense_gnp,65,0.6,482,6771,10,16.021451
dense_gnp,65,0.6,56,7383,10,6.694636
dense_gnp,65,0.6,7821,7322,10,14.179317
dense_gnp,65,0.6,917,6178,10,10.346916
dense_gnp,65,0.6,91928,7519,10,17.427426
dense_gnp,65,0.6,92839,7725,10,19.487465
dense_gnp,65,0.6,9291,6998,10,16.451464
dense_gnp,65,0.6,934,7498,11,17.027026
dense_gnp,65,0.6,93728,7144,10,8.149850
dense_gnp,65,0.6,94029,7766,11,6.788573
dense_gnp,65,0.6,9482,6153,10,14.394010
dense_gnp,65,0.6,956,9197,10,19.002766
dense_gnp,65,0.6,97821,8621,10,7.189043
dense_gnp,65,0.7,17,22146,12,42.511132
dense_gnp,65,0.7,1928,24541,13,20.034461
dense_gnp,65,0.7,2839,25661,14,28.287535
dense_gnp,65,0.7,291,34465,12,25.784704
dense_gnp,65,0.7,34,27514,13,23.307503
dense_gnp,65,0.7,3728,22127,12,19.659832
dense_gnp,65,0.7,4029,21942,12,30.729536
dense_gnp,65,0.7,482,28227,12,23.408354
dense_gnp,65,0.7,56,28213,13,22.733058
dense_gnp,65,0.7,7821,26662,13,22.437001
dense_gnp,65,0.7,917,21995,12,18.595172
dense_gnp,65,0.7,91928,26538,13,48.610792
dense_gnp,65,0.7,92839,27211,12,48.166252
dense_gnp,65,0.7,9291,21941,12,43.642282
dense_gnp,65,0.7,934,29610,14,23.791923
dense_gnp,65,0.7,93728,26709,13,21.169871
dense_gnp,65,0.7,94029,26242,13,21.830012
dense_gnp,65,0.7,9482,19295,12,41.694479
dense_gnp,65,0.7,956,28743,13,23.053211
dense_gnp,65,0.7,97821,28519,14,23.467650
superdense_gnp,65,0.876923,17,562501,22,636.006228
superdense_gnp,65,0.876923,1928,691638,22,762.772977
superdense_gnp,65,0.876923,2839,612356,23,721.381261
superdense_gnp,65,0.876923,291,737372,24,865.879595
superdense_gnp,65,0.876923,34,692848,21,778.902054
superdense_gnp,65,0.876923,3728,596113,22,624.856696
superdense_gnp,65,0.876923,4029,894369,21,758.073148
superdense_gnp,65,0.876923,482,812184,22,819.936461
superdense_gnp,65,0.876923,56,486499,24,540.875276
superdense_gnp,65,0.876923,7821,651415,23,537.862533
superdense_gnp,65,0.876923,917,529440,23,647.044239
superdense_gnp,65,0.876923,91928,666783,23,670.546810
superdense_gnp,65,0.876923,92839,586848,23,666.997196
superdense_gnp,65,0.876923,9291,735586,23,954.356092
superdense_gnp,65,0.876923,934,734360,23,897.306797
superdense_gnp,65,0.876923,93728,595251,22,567.880888
superdense_gnp,65,0.876923,94029,860386,23,784.481064
superdense_gnp,65,0.876923,9482,534674,21,663.184630
superdense_gnp,65,0.876923,956,659842,24,784.588619
superdense_gnp,65,0.876923,97821,835678,24,736.757466
dense_gnp,65,0.8,17,129089,16,146.778232
dense_gnp,65,0.8,1928,133941,17,146.693375
dense_gnp,65,0.8,2839,143869,16,152.840386
dense_gnp,65,0.8,291,169233,18,172.867583
dense_gnp,65,0.8,34,119431,17,162.231035
dense_gnp,65,0.8,3728,100367,16,104.709614
dense_gnp,65,0.8,4029,117546,17,124.946685
dense_gnp,65,0.8,482,134313,16,165.919424
dense_gnp,65,0.8,56,154011,17,198.052490
dense_gnp,65,0.8,7821,155209,17,154.340647
dense_gnp,65,0.8,917,108755,17,134.152678
dense_gnp,65,0.8,91928,180420,17,169.525892
dense_gnp,65,0.8,92839,134947,17,133.449026
dense_gnp,65,0.8,9291,118200,17,132.475089
dense_gnp,65,0.8,934,157216,17,170.922717
dense_gnp,65,0.8,93728,130923,17,151.494967
dense_gnp,65,0.8,94029,169069,17,169.336831
dense_gnp,65,0.8,9482,104652,18,111.476888
dense_gnp,65,0.8,956,142553,17,170.868381
dense_gnp,65,0.8,97821,120119,17,118.134788
superdense_gnp,65,0.938462,17,2437790,30,2329.308849
superdense_gnp,65,0.938462,1928,1692520,31,2120.760890
superdense_gnp,65,0.938462,2839,6510036,29,5443.868048
superdense_gnp,65,0.938462,291,1667133,33,1840.513660
superdense_gnp,65,0.938462,34,1820191,30,2153.671570
superdense_gnp,65,0.938462,3728,3277273,30,3434.123577
superdense_gnp,65,0.938462,4029,2203345,29,2238.140971
superdense_gnp,65,0.938462,482,3440762,31,3602.918785
superdense_gnp,65,0.938462,56,1012825,34,1236.471902
superdense_gnp,65,0.938462,7821,1958536,32,2110.577054
superdense_gnp,65,0.938462,917,3342148,31,2927.730828
superdense_gnp,65,0.938462,91928,1810830,33,2141.017986
superdense_gnp,65,0.938462,92839,2252093,30,2492.681849
superdense_gnp,65,0.938462,9291,970123,32,962.954601
superdense_gnp,65,0.938462,934,1515994,32,1557.084148
superdense_gnp,65,0.938462,93728,2419899,30,2889.125569
superdense_gnp,65,0.938462,94029,2698590,31,3283.978095
superdense_gnp,65,0.938462,9482,2973818,29,3496.590333
superdense_gnp,65,0.938462,956,897094,33,900.396364
superdense_gnp,65,0.938462,97821,4115370,30,4102.219599
superdense_gnp,65,0.969231,17,1157648,39,985.879350
superdense_gnp,65,0.969231,1928,81184,43,111.445038
superdense_gnp,65,0.969231,2839,1300608,40,1178.880710
superdense_gnp,65,0.969231,291,1168128,40,983.056505
superdense_gnp,65,0.969231,34,652800,41,478.026780
superdense_gnp,65,0.969231,3728,196320,43,160.230711
superdense_gnp,65,0.969231,4029,2434824,37,1951.502773
superdense_gnp,65,0.969231,482,1762704,40,1627.381109
superdense_gnp,65,0.969231,56,56480,46,86.052213
superdense_gnp,65,0.969231,7821,265536,43,249.818220
superdense_gnp,65,0.969231,917,464640,41,323.104154
superdense_gnp,65,0.969231,91928,592128,42,615.192771
superdense_gnp,65,0.969231,92839,638278,39,608.409855
superdense_gnp,65,0.969231,9291,405716,41,339.138526
superdense_gnp,65,0.969231,934,149340,42,129.735076
superdense_gnp,65,0.969231,93728,1643392,39,1294.061937
superdense_gnp,65,0.969231,94029,216876,42,230.749740
superdense_gnp,65,0.969231,9482,2718864,38,3119.358132
superdense_gnp,65,0.969231,956,200672,42,140.964019
superdense_gnp,65,0.969231,97821,1879280,39,1329.586777
superdense_gnp,65,0.984615,17,62208,47,58.042856
superdense_gnp,65,0.984615,1928,21792,47,47.482784
superdense_gnp,65,0.984615,2839,107520,46,48.584600
superdense_gnp,65,0.984615,291,25344,49,36.338769
superdense_gnp,65,0.984615,34,74880,46,61.487707
superdense_gnp,65,0.984615,3728,36864,49,14.332689
superdense_gnp,65,0.984615,4029,135072,44,112.175648
superdense_gnp,65,0.984615,482,33792,48,41.860421
superdense_gnp,65,0.984615,56,13824,50,22.224753
superdense_gnp,65,0.984615,7821,46080,48,26.638932
superdense_gnp,65,0.984615,917,92160,47,27.215752
superdense_gnp,65,0.984615,91928,16896,50,12.160346
superdense_gnp,65,0.984615,92839,34560,48,26.747326
superdense_gnp,65,0.984615,9291,36864,48,48.091243
superdense_gnp,65,0.984615,934,6912,51,15.748861
superdense_gnp,65,0.984615,93728,60544,47,59.177289
superdense_gnp,65,0.984615,94029,5376,51,6.421487
superdense_gnp,65,0.984615,9482,58560,46,65.006034
superdense_gnp,65,0.984615,956,18944,48,38.764149
superdense_gnp,65,0.984615,97821,44544,47,26.396095
dense_gnp,65,0.9,17,1293540,23,1517.980885
dense_gnp,65,0.9,1928,1489192,26,1867.589800
dense_gnp,65,0.9,2839,1229282,25,1536.545188
dense_gnp,65,0.9,291,1010821,27,1131.127850
dense_gnp,65,0.9,34,1086043,24,1316.202712
dense_gnp,65,0.9,3728,1090746,23,1396.231815
dense_gnp,65,0.9,4029,1632539,25,1858.422154
dense_gnp,65,0.9,482,1871038,25,2012.276706
dense_gnp,65,0.9,56,835968,26,1074.100696
dense_gnp,65,0.9,7821,1041055,27,1179.719994
dense_gnp,65,0.9,917,1275596,25,1525.793158
dense_gnp,65,0.9,91928,911468,27,1067.026916
dense_gnp,65,0.9,92839,969047,25,1215.242277
dense_gnp,65,0.9,9291,1215279,26,1187.496988
dense_gnp,65,0.9,934,1033411,25,1279.900989
dense_gnp,65,0.9,93728,1160615,24,1258.115956
dense_gnp,65,0.9,94029,1612185,26,1675.160760
